0x1111111111111111111111111111111111111111,1000000000000000000
0x2222222222222222222222222222222222222222,250000000000000000
0x3333333333333333333333333333333333333333,5000000000000000000
0x155E596A3901D937902C72f49a24A2815Ec94f8A,25000000000000000000
0x277280e8337E64a3A8E8b795D4E8E5e00BF6e203,10000000000000000000
0x15C90659450AD918408aA114974a79e5A6700B2c,15000000000000000000
0xBD432EC32125B7254B17940d6e00BFF7Fd37238e,12000000000000000000
0xbFB2BFb599826704a17445e2Ccd9c9950F406019,5000000000000000000
0xbFb53a2c470cdb4FF32eE4F18A93B98F9f55D0E1,22000000000000000000
0x43cFD46D7C9e44B54d8B6DE14EB4968E1A35F1d0,18000000000000000000
